path,fname,label,w,h,img_mode,n_masks,mask_paths,md5,phash,group,conflict,split,fold
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (297).png,benign (297).png,benign,467,390,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (297)_mask.png,f7ccb6d4ff9bc0e0583ed0d4574e8000,c6ec3b1b499598e4,219,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (298).png,benign (298).png,benign,466,391,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (298)_mask.png,dfdd9be506f0c6eecfdd181d0e33c504,c8a33c5c42e9ba97,220,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (299).png,benign (299).png,benign,463,392,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (299)_mask.png,9fe68cd2b6a6d1e91198d753f8700d3c,e696fb6b25088c9c,221,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (3).png,benign (3).png,benign,558,471,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (3)_mask.png,0a1273ea3f74e4799c822d7ef9428c12,9ce93b164549e9d2,246,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (30).png,benign (30).png,benign,557,462,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (30)_mask.png,20a973179474ff94b5abade4f25c8ad9,a0a0f95fce8ec2c6,223,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (300).png,benign (300).png,benign,463,387,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (300)_mask.png,739b3ab00fc01ac991a95ec0d69d31d5,a2bacdcda13826b3,224,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (301).png,benign (301).png,benign,463,383,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (301)_mask.png,acc1fcaa82c5d98edf131549857dd468,f6d688b10149eafa,225,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (302).png,benign (302).png,benign,466,390,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (302)_mask.png,63655222abe8b8cb393507a9911d3fed,8efc20625bce378a,226,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (303).png,benign (303).png,benign,463,398,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (303)_mask.png,cf21ae104341ce16bf700e1ebce78908,94a26b5bdca45c9c,227,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (304).png,benign (304).png,benign,467,387,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (304)_mask.png,6589725a4de080e5e11cf5bf74a53f8d,d8a0164ad9f547ad,228,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (305).png,benign (305).png,benign,466,389,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (305)_mask.png,7c3099488f87b06fc6f1afe8ae6f22e3,ec829938bbf780cc,229,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (306).png,benign (306).png,benign,471,386,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (306)_mask.png,e396a12b2256a4186b81eee94ef256a4,d0962e69a66a7aca,230,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (307).png,benign (307).png,benign,775,587,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (307)_mask.png,f6ed9063524e191419c4467ac2046493,a5bd5aa2e2c5858e,355,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (308).png,benign (308).png,benign,552,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (308)_mask.png,440cb571dc11b6b53ae056403fe4ee87,cbbb74b0a4c9178c,232,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (309).png,benign (309).png,benign,769,487,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (309)_mask.png,64428c2bb0ce98302d933a3edca7b511,feefc5e0808391c6,359,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (31).png,benign (31).png,benign,557,467,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (31)_mask.png,f644854d06dae3b14a48cb59a33e2497,ebb0501707d39fc1,234,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (310).png,benign (310).png,benign,544,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (310)_mask.png,6f879332b5a3f9290f1d0b1af9827436,ecfc8989cc86969a,360,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (311).png,benign (311).png,benign,549,496,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (311)_mask.png,201af2671eaa301b0ea1c4460e429be2,edf5b6a0828aca8e,236,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (312).png,benign (312).png,benign,552,490,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (312)_mask.png,b0e7296cd47c1ba65aa3e177ef993f47,b69bcbccccb22324,358,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (313).png,benign (313).png,benign,555,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (313)_mask.png,e969d5384d37fd7d047a7bb11a90086b,cd853232cfe3c998,238,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (314).png,benign (314).png,benign,554,493,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (314)_mask.png,dc069756adfaf24c19c732eb64e092e4,b0e78f8e52486376,239,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (315).png,benign (315).png,benign,551,470,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (315)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (315)_mask_1.png,a13a2bd63f3630387bf32baa0ae925af,fb8864969aa18bcb,240,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (316).png,benign (316).png,benign,550,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (316)_mask.png,d5d0df92cac7abfa7e60de55da749aad,c5cd3d90e87c1e83,363,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (317).png,benign (317).png,benign,551,491,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (317)_mask.png,aef883541d7067def659cba2f9c47e98,dcf1a1831ad6c6c6,242,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (318).png,benign (318).png,benign,554,465,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (318)_mask.png,bb75ade674c7d161d2f8465909179e98,d4e80bc734c5eaa3,243,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (319).png,benign (319).png,benign,560,467,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (319)_mask.png,df221e9a32afa1e041a462872baec510,d1bc62793987c2b8,244,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (32).png,benign (32).png,benign,656,611,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (32)_mask.png,034ce26d595b8f3e680d8f51e9d332e0,92a3ee4e43353c3c,245,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (320).png,benign (320).png,benign,558,475,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (320)_mask.png,8b29715b39dfc4403067143f3ab0c07f,9ce93b162549e9d2,246,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (321).png,benign (321).png,benign,546,467,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (321)_mask.png,f0b2988d79fb967f224f2792ea83bcd7,c897777829cf428a,333,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (322).png,benign (322).png,benign,555,491,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (322)_mask.png,515ff689788fe5208ed9b47476f98e11,94e06b8fd391accc,382,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (323).png,benign (323).png,benign,560,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (323)_mask.png,c822a2d39d4f6db9cd7bfac8a1383a48,97aded929260616d,393,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (324).png,benign (324).png,benign,626,583,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (324)_mask.png,2d37b691ba4b0a376c8903b5494aa84a,d6f92547663e88a1,404,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (325).png,benign (325).png,benign,613,583,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (325)_mask.png,a516b4530aed14397b254e1a1a596ae7,e9a716587c26a6ca,415,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (326).png,benign (326).png,benign,754,619,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (326)_mask.png,5cf7ca0a58774a84df41a7fdf3d4cc3c,c3f8bcc6c0b98e86,252,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (327).png,benign (327).png,benign,689,578,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (327)_mask.png,bf6267d043893d2171356130af3d2cba,fe8e1fe1e18e01c1,253,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (328).png,benign (328).png,benign,685,567,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (328)_mask.png,c6508f20e3d31b36f01142e35b6abca8,c1a71cd82db34b66,254,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (329).png,benign (329).png,benign,665,576,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (329)_mask.png,fae5a44a66487265d78f947fd0d01f5a,a5d25e3d62c484be,255,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (33).png,benign (33).png,benign,556,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (33)_mask.png,2d298c4c096f9e5ae8f9fb9b6579a124,a09f1ee0e1e15a9d,256,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (330).png,benign (330).png,benign,669,567,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (330)_mask.png,e1a586c66b8407bab62d319c7fc56221,87f0c8cb4f653c92,257,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (331).png,benign (331).png,benign,695,527,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (331)_mask.png,9733c617e94c5e58ce78553801d3980f,cd3112164ddceae3,258,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (332).png,benign (332).png,benign,703,531,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (332)_mask.png,4d16301def72b18711e4a776f532f822,8ef1760e03c4f1b9,259,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (333).png,benign (333).png,benign,777,569,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (333)_mask.png,be365dfb72d1d65742a754613d6dc679,c8e0b29f8b88e7e8,622,True,excluded,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (334).png,benign (334).png,benign,589,426,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (334)_mask.png,772342c13d874d9795f9d54681906dbf,84c87f9887a3e8dc,261,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (335).png,benign (335).png,benign,681,559,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (335)_mask.png,6cf639524640443b906e61846043a1b2,83e69e1458d9c379,262,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (336).png,benign (336).png,benign,783,585,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (336)_mask.png,40f7f1797e75c45b4228e2076a5944c6,b1d45e0a98d2e3a7,263,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (337).png,benign (337).png,benign,555,487,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (337)_mask.png,e34165bba57cad9bd1770508e21276b1,dcc8a3359c1726ec,264,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (338).png,benign (338).png,benign,611,382,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (338)_mask.png,5f2c2fc06ad8d013383c44c49b55623d,d4846ef0fb89891d,265,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (339).png,benign (339).png,benign,557,465,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (339)_mask.png,722e6ffec6eeb0c18e797c158c4dec3f,f1e30e9c2565b1b2,266,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (34).png,benign (34).png,benign,558,471,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (34)_mask.png,6df49b205d868be7f7c2fd248690e131,81b83b67c6c5c53c,267,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (340).png,benign (340).png,benign,770,425,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (340)_mask.png,f998db288e1c5a0cd8d5770702599b60,cc7213858fbc9cc9,268,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (341).png,benign (341).png,benign,683,562,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (341)_mask.png,06a6cb6e2bb4cd35fc12543507ebcd89,84b692c349d9bf8c,269,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (342).png,benign (342).png,benign,581,431,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (342)_mask.png,4c832d9978d647a25664fdf7b707ccaa,916e3ccc235762b5,270,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (343).png,benign (343).png,benign,564,467,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (343)_mask.png,f509e3690d88354e0f87b9b0efffbd87,b5964bc930b4cf98,271,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (344).png,benign (344).png,benign,576,434,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (344)_mask.png,900910506958d2090e62a96b03c7722d,ceb98110b9ffcc84,272,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (345).png,benign (345).png,benign,566,466,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (345)_mask.png,509724afdfcbe68d2bb36d24d5270b17,fc81036ab8b1d1cf,273,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (346).png,benign (346).png,benign,610,373,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (346)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (346)_mask_1.png,963c4ed97fd13f0f060194ca60ae8782,b98d42c6f6e9a981,274,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (347).png,benign (347).png,benign,605,683,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (347)_mask.png,1f50a97843cbf3acdd26dfbfeabc1a81,9598e862064f57d7,275,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (348).png,benign (348).png,benign,1028,565,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (348)_mask.png,441bb53f9024fc5a8afaf3a9704fedc7,d595ee1ae8a4e226,276,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (349).png,benign (349).png,benign,555,471,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (349)_mask.png,2c13fa480de497f0e16128a2785690b3,91d5fc3e3c3c0d81,277,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (35).png,benign (35).png,benign,556,476,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (35)_mask.png,126807b49d8cbc3f77f4761389153593,d8dfa7e2e0809e8c,278,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (350).png,benign (350).png,benign,786,580,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (350)_mask.png,99948d531568e936881e4e389184b371,89e51a9aeda17196,279,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (351).png,benign (351).png,benign,585,429,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (351)_mask.png,c53152c31ebb13d6002aa74944de8846,e09d3e6658999ba4,280,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (352).png,benign (352).png,benign,573,428,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (352)_mask.png,2eb312a8f0807f936ba48ae9a83bb055,e0acbfdd1312581b,281,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (353).png,benign (353).png,benign,680,583,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (353)_mask.png,7205e4245c302f63af02d811f6fe1888,dbda202925b5b4f1,282,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (354).png,benign (354).png,benign,606,605,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (354)_mask.png,589b3278200fff3979caaf8373ea96cb,bcd0c34f99bbb060,283,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (355).png,benign (355).png,benign,675,562,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (355)_mask.png,df3c1f106a42d85d556b98abe4cfcf19,95b462cbc341c5bd,284,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (356).png,benign (356).png,benign,556,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (356)_mask.png,9bc947e2a23e5d8070c9295340753700,9dbdf4e6caca8180,285,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (357).png,benign (357).png,benign,581,429,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (357)_mask.png,fa2cd67736332ff85cb5a8bc93c4c004,ecb145cf9a3390cc,286,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (358).png,benign (358).png,benign,555,467,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (358)_mask.png,a1439d761340a621cf7fd92b80cfd9f2,e2849de86963e2d6,287,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (359).png,benign (359).png,benign,567,462,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (359)_mask.png,a79395b825d4e6a51f41df3d4288804e,e2ac1d15d26a2ad7,288,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (36).png,benign (36).png,benign,526,474,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (36)_mask.png,f107dab50cabdb88aed68642b84e9a5f,88e19d1e62a99e5e,289,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (360).png,benign (360).png,benign,683,574,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (360)_mask.png,cdea028d422b61aa94a78866eb9eeac7,cde5b31252567616,290,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (361).png,benign (361).png,benign,558,470,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (361)_mask.png,ab15c1e8b2678d70d3e3c250288139c0,ec941bcb3437c199,291,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (362).png,benign (362).png,benign,557,464,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (362)_mask.png,6d77304668253adedbf3f95b3a0a1469,c3d93d06c291d9c7,292,False,test,-1
